id_arete;lstpoints;parent;highway;nomvoie;surface;dist
57015647;[388382481, 4271484711, 2441529160, 2441529162, 388382483];57015647;service;Avenue Maréchal Leclerc;;34.6
57015927-1;[269248035, 3649039334, 6290764026, 8857283484];57015927;residential;Rue Jacques Laffitte;;85.6
57015927-2;[8857283484, 6290764027, 269248034];57015927;residential;Rue Jacques Laffitte;;35.7
57016148-1;[388189778, 1887243227, 1806155785];57016148;residential;Avenue du 11 Novembre 1918;asphalt;25.4
57016148-2;[1806155785, 1879458863];57016148;residential;Avenue du 11 Novembre 1918;asphalt;9.4
57016233-1;[1887243107, 11010920498, 1829833004, 5484526650, 5484526651, 5484526649, 388382479];57016233;residential;Quai Amiral Jaureguiberry;asphalt;96.0
57016233-2;[388382479, 254920559];57016233;residential;Quai Amiral Jaureguiberry;asphalt;85.5
57016248-1;[597618542, 6154744499, 10926458771];57016248;pedestrian;Quai Galuperie;sett;40.9
57016248-2;[10926458771, 597618546, 706302150];57016248;pedestrian;Quai Galuperie;sett;16.5
57016248-3;[706302150, 10926458774];57016248;pedestrian;Quai Galuperie;sett;12.9
57016248-4;[10926458774, 706302148];57016248;pedestrian;Quai Galuperie;sett;18.1
57016248-5;[706302148, 7565795336, 7565795335, 254920705];57016248;pedestrian;Quai Galuperie;sett;48.0
57016927;[597617167, 5494546564, 711684504, 10736102803, 1806149100];57016927;tertiary;Allée des Platanes;asphalt;60.7
57016975-1;[597617491, 3732065926];57016975;pedestrian;Rue Pelletier;;2.4
57016975-2;[3732065926, 4461740219];57016975;pedestrian;Rue Pelletier;;5.8
57016975-3;[4461740219, 1808592006];57016975;pedestrian;Rue Pelletier;;13.8
57016975-4;[1808592006, 8434579204];57016975;pedestrian;Rue Pelletier;;12.2
57016975-5;[8434579204, 6583692168];57016975;pedestrian;Rue Pelletier;;75.5
57016975-6;[6583692168, 706302144];57016975;pedestrian;Rue Pelletier;;6.1
57016975-7;[706302144, 6583692169, 5494546561, 597617167];57016975;pedestrian;Rue Pelletier;;17.8
57017101;[597616148, 706302475, 706302513, 706302503];57017101;residential;Rue Cardinal Godin;asphalt;43.5
57017443-1;[1806149119, 1801329747, 5494546546, 1806149114, 5494546545, 1806149099, 1806149122, 5494546544, 1806149131, 5494546543, 1806149101, 5494546542, 5547108683];57017443;service;Rue du Bastion Sainte-Claire;;60.5
57017443-2;[5547108683, 5547106786];57017443;service;Rue du Bastion Sainte-Claire;;3.7
57017578-1;[711707583, 1831069510, 11758877821];57017578;pedestrian;Chemin de Mousserolles;asphalt;19.6
57017578-2;[11758877821, 8668978239, 4014812158, 8668978245];57017578;pedestrian;Chemin de Mousserolles;asphalt;11.4
57017578-3;[8668978245, 10840312597];57017578;pedestrian;Chemin de Mousserolles;asphalt;5.0
57017578-4;[10840312597, 6290764016, 6290764015, 8669009561, 4014812160];57017578;pedestrian;Chemin de Mousserolles;asphalt;21.4
57359593;[388189796, 6043901031, 712884540];57359593;residential;Rue de Gramont;asphalt;30.9
57868021;[717860502, 717860585];57868021;residential;Impasse Joseph Desarménien;asphalt;36.3
57868023;[717860464, 8992941282, 717860603];57868023;residential;Rue Cassaigne;asphalt;85.2
57868024;[717860600, 717860461];57868024;residential;Impasse du Chanteur Paulus;asphalt;45.5
57868025;[717860576, 6753609081, 6753609080, 717860593, 717860476, 717860508];57868025;residential;Cité Furtado;asphalt;105.1
57868026;[717860570, 717860491];57868026;residential;Impasse Paul Barroilhet;asphalt;26.0
57868027;[1830766532, 717860510];57868027;residential;Rue Vasserot;asphalt;101.6
57868029-1;[717860624, 717860600];57868029;residential;Passage Lévy;asphalt;46.4
57868029-2;[717860600, 717860502];57868029;residential;Passage Lévy;asphalt;37.3
57868029-3;[717860502, 717860570];57868029;residential;Passage Lévy;asphalt;36.9
57868029-4;[717860570, 6753609083, 6753609084, 717860610];57868029;residential;Passage Lévy;asphalt;33.5
57868030-1;[717860467, 8159285662, 717860624];57868030;residential;Impasse Bergeret;asphalt;55.0
57868030-2;[717860624, 717860516];57868030;residential;Impasse Bergeret;asphalt;63.9
57868031-1;[717860616, 6490858877, 6212812016, 6212812017];57868031;residential;Impasse du Téné;asphalt;55.6
57868031-2;[6212812017, 717860479, 717860519];57868031;residential;Impasse du Téné;asphalt;18.3
57869093-1;[717877811, 5679679126, 4504341862];57869093;residential;Petite Rue de l'Esté;asphalt;32.3
57869093-2;[4504341862, 717877835, 6212812004, 8114407789];57869093;residential;Petite Rue de l'Esté;asphalt;17.0
57869093-3;[8114407789, 6212812003, 717877854];57869093;residential;Petite Rue de l'Esté;asphalt;15.7
57869093-4;[717877854, 1801329958, 5464276914, 717877851];57869093;residential;Petite Rue de l'Esté;asphalt;35.8
57869095;[717877854, 8018185351, 717877793, 254935072];57869095;pedestrian;;;31.6
57869097-1;[254933013, 3150254905, 8992933340, 255321930];57869097;residential;Rue Charles Floquet;asphalt;100.6
57869097-2;[255321930, 8992932100, 3433563597, 8159130386, 255322335];57869097;residential;Rue Charles Floquet;asphalt;117.9
57869097-3;[255322335, 3433563596, 10695360998];57869097;residential;Rue Charles Floquet;asphalt;29.6
57869097-4;[10695360998, 6184740424];57869097;residential;Rue Charles Floquet;asphalt;38.0
57869097-5;[6184740424, 476283492];57869097;residential;Rue Charles Floquet;asphalt;62.4
60363839;[751512633, 751512669];60363839;service;;asphalt;46.8
60363840-1;[751512613, 5824252285, 5824252286, 2441623418];60363840;unclassified;Place Sainte-Ursule;asphalt;31.3
60363840-2;[2441623418, 3150255639, 751512672];60363840;unclassified;Place Sainte-Ursule;asphalt;35.4
60363842;[570750536, 751512598];60363842;service;;asphalt;51.6
70483398-1;[840829634, 1797158290, 5484526640, 840829631, 5484526639, 1797158293, 5484526638, 840829613, 1797158296];70483398;tertiary;Avenue Chanoine Jean Lamarque;asphalt;119.3
70483398-2;[1797158296, 840829607];70483398;tertiary;Avenue Chanoine Jean Lamarque;asphalt;19.0
71285288-1;[8869999327, 8869999321, 848725716, 8869999320, 5484528571, 8869999319, 848725717, 848725718, 5484528573, 5484528572, 848725720, 3513549741];71285288;cycleway;;asphalt;115.8
71285288-2;[3513549741, 5484526653];71285288;cycleway;;asphalt;3.5
71285288-3;[5484526653, 3513549743, 5484526652, 848725721];71285288;cycleway;;asphalt;6.4
78628995;[706302159, 706302156];78628995;residential;Rue des Visitandines;asphalt;52.4
78628998-1;[269248038, 3580231993, 706302255];78628998;residential;Rue des Lisses;asphalt;31.6
78628998-2;[706302255, 706302268];78628998;residential;Rue des Lisses;asphalt;12.6
78629001;[257607977, 8231858770, 269248037];78629001;residential;Rue des Lisses;asphalt;19.7
80671794-1;[8138561236, 570056255, 8138561229];80671794;residential;Rue Albert Thomas;;9.7
80671794-2;[8138561229, 8138561238, 3874411844, 8138561239, 8138561240, 8138561241, 3874411847, 8138561242, 8138561243, 8138561244, 570056261, 3874411851, 8138561222, 570056264];80671794;residential;Rue Albert Thomas;;336.2
80673371-1;[254951318, 717860467];80673371;residential;Rue Daniel Argote;asphalt;18.9
80673371-2;[717860467, 3486418064, 717860464];80673371;residential;Rue Daniel Argote;asphalt;46.6
80673371-3;[717860464, 8227592758, 717860576];80673371;residential;Rue Daniel Argote;asphalt;11.1
80673371-4;[717860576, 254933800];80673371;residential;Rue Daniel Argote;asphalt;20.3
80673371-5;[254933800, 3486418070, 1797271542, 6212829709, 254935068];80673371;residential;Rue Daniel Argote;asphalt;107.6
80673372-1;[364416032, 8992953090, 7984101462];80673372;residential;Rue Général Bourbaki;asphalt;32.2
80673372-2;[7984101462, 254951317];80673372;residential;Rue Général Bourbaki;asphalt;27.7
80673588-1;[254933119, 6212815319, 6212815318, 3150254924, 6212812015];80673588;residential;Rue Aristide Briand;asphalt;20.8
80673588-2;[6212812015, 254933310];80673588;residential;Rue Aristide Briand;asphalt;45.1
80673589;[6290769331, 4504341856];80673589;pedestrian;Place Jeanne d'Albret;;19.3
80674225-1;[4127935693, 6184740429];80674225;residential;Rue du Foirail;asphalt;18.3
80674225-2;[6184740429, 6184740421];80674225;residential;Rue du Foirail;asphalt;10.7
80674225-3;[6184740421, 940948209, 6184740416, 6184740415, 3415990294, 8967750082];80674225;residential;Rue du Foirail;asphalt;58.1
80674225-4;[8967750082, 3415988592, 5663431863];80674225;residential;Rue du Foirail;asphalt;31.1
80674225-5;[5663431863, 940948210];80674225;residential;Rue du Foirail;asphalt;19.2
83162580-1;[967747788, 5008960734];83162580;residential;Rue Marsan;asphalt;8.0
83162580-2;[5008960734, 597616095];83162580;residential;Rue Marsan;asphalt;82.3
83162583;[967747793, 631661853];83162583;residential;Rue Saubiole;asphalt;64.4
83162584;[631661853, 7565795333, 7565795332, 4868225021, 4868223520];83162584;pedestrian;Quai des Corsaires;sett;83.1
100868808;[848724547, 2013030580, 848724549, 2013030572, 848724550, 5643095971, 7801099352];100868808;cycleway;;asphalt;59.9
133083437-1;[1464368283, 4014853229];133083437;footway;Allée de la Poterne;asphalt;4.9
133083437-2;[4014853229, 1464368282];133083437;footway;Allée de la Poterne;asphalt;22.7
133083438;[1464368282, 6256038965, 6256038967, 6256038966, 3563718668, 1464368274];133083438;footway;Allée de la Poterne;asphalt;70.9
133083439-1;[1464368272, 11086290358, 1806163899];133083439;pedestrian;Allée de la Poterne;asphalt;33.0
133083439-2;[1806163899, 3055027151];133083439;pedestrian;Allée de la Poterne;asphalt;23.5
133083439-3;[3055027151, 4321163666];133083439;pedestrian;Allée de la Poterne;asphalt;4.6
133083439-4;[4321163666, 1806163908];133083439;pedestrian;Allée de la Poterne;asphalt;4.1
151504737;[3362291617, 2441623384];151504737;pedestrian;Quai Amiral Antoine Sala;asphalt;11.6
155254575;[5464276907, 6212829705, 254935066];155254575;residential;Boulevard Jean d'Amou;asphalt;13.9
157266500-1;[255322529, 8227592757, 8317908507, 1801329950, 717877851];157266500;residential;Rue Denis Etcheverry;asphalt;23.6
157266500-2;[717877851, 6212822687, 717877811];157266500;residential;Rue Denis Etcheverry;asphalt;30.8
157266500-3;[717877811, 6212822083, 3150254918, 254934189];157266500;residential;Rue Denis Etcheverry;asphalt;73.7
157266501;[254934853, 1829846427];157266501;pedestrian;Place de la République;asphalt;18.5
157266502-1;[270960148, 6490858879, 6490858878, 717860616];157266502;residential;Rue du Téné;asphalt;52.5
157266502-2;[717860616, 8992961689, 270960150];157266502;residential;Rue du Téné;asphalt;60.8
168274024;[1795586393, 1795586402, 6155693604, 1795586401];168274024;service;;asphalt;39.3
168274025-1;[1795586397, 1795586378, 1795586393];168274025;service;;asphalt;25.1
168274025-2;[1795586393, 1795586381, 1795586380, 6155693605];168274025;service;;asphalt;58.1
168293949;[1795814041, 6291465214, 1795814043];168293949;service;;;48.1
168452784;[7629117094, 1797141972, 4868369149, 1797141971];168452784;residential;Boulevard du Rempart Lachepaillet;asphalt;10.0
168453513;[1797148226, 1797148210, 1797148206, 1797148222, 1797148231];168453513;service;;asphalt;49.5
168453514-1;[1797148246, 3668881325];168453514;service;;asphalt;5.6
168453514-2;[3668881325, 1797148231];168453514;service;;asphalt;13.0
168453514-3;[1797148231, 1797148226];168453514;service;;asphalt;21.8
168453514-4;[1797148226, 1797148230, 1797148241, 1797148268];168453514;service;;asphalt;81.6
168453516-1;[1797148172, 2437908734, 5488735636];168453516;primary_link;Avenue Chanoine Jean Lamarque;;26.1
168453516-2;[5488735636, 5498733200, 1797148166, 1797148162];168453516;primary_link;Avenue Chanoine Jean Lamarque;;62.5
168453517-1;[388382470, 1797148275];168453517;service;;asphalt;7.7
168453517-2;[1797148275, 4440704742, 1797148239, 1797148246];168453517;service;;asphalt;80.0
168453517-3;[1797148246, 1797148270, 1797148271, 4440704743, 1797148273];168453517;service;;asphalt;67.3
168453517-4;[1797148273, 7593314791, 1797148281];168453517;service;;asphalt;7.1
168455750-1;[1797177107, 1797177114, 10143015155];168455750;service;;asphalt;90.2
168455750-2;[10143015155, 7820868070];168455750;service;;asphalt;12.4
168455750-3;[7820868070, 10143015161];168455750;service;;asphalt;12.0
168455750-4;[10143015161, 5464276307, 1797177124, 5464276308, 10139342010, 10139342012];168455750;service;;asphalt;113.7
168455750-5;[10139342012, 10139342011, 1797177129, 5464276309, 1797177127, 5464276310, 8305294696, 1797177126, 8305294698];168455750;service;;asphalt;56.0
168455750-6;[8305294698, 8305294695, 10139342013];168455750;service;;asphalt;40.0
168455750-7;[10139342013, 10139342009, 5464276311, 1797177122, 5464276304, 10143015160];168455750;service;;asphalt;112.5
168455750-8;[10143015160, 7820868071];168455750;service;;asphalt;12.3
168455750-9;[7820868071, 10143015156];168455750;service;;asphalt;12.1
168455750-10;[10143015156, 1797177111, 10139342016];168455750;service;;asphalt;95.1
168455750-11;[10139342016, 8305294688, 1797177098];168455750;service;;asphalt;9.2
168456384;[1797187499, 1797187501];168456384;service;;;37.7
168458509-1;[1797205794, 5484528580, 5484528581, 2810659501, 255403531, 5484528579, 2810656602, 388497592, 388497593, 8870038247, 1797205772, 8870038248, 255403533, 5484528591];168458509;service;Parking de la Baignade;;154.1
168458509-2;[5484528591, 8870038251, 5484528594, 8870038252, 4108173554, 4108173562, 4108173563, 5484528597, 5484528708, 8870038246, 5484528704, 717795313];168458509;service;Parking de la Baignade;;113.6
168458514-1;[254920454, 5643153078, 5643153077, 3732064413];168458514;residential;Rue du Bastion Royal;asphalt;15.7
168458514-2;[3732064413, 1797205798, 1797205796, 1797205795, 1797205794];168458514;residential;Rue du Bastion Royal;asphalt;50.9
168458514-3;[1797205794, 5484528577, 255403511];168458514;residential;Rue du Bastion Royal;asphalt;26.5
168459666-1;[1797215397, 2282793947];168459666;residential;Allée Miradour;;25.8
168459666-2;[2282793947, 1797215398];168459666;residential;Allée Miradour;;2.4
168459666-3;[1797215398, 1797215405, 6406843645, 1797215407, 1797215412];168459666;residential;Allée Miradour;;77.4
168459667;[1797215410, 5769950281, 5769950280, 6406843643, 1797215406, 1797215398];168459667;residential;Allée Rose des Vents;;50.1
168459672-1;[2282791101, 1797215409, 6406843668];168459672;service;;;5.7
168459672-2;[6406843668, 2282791098];168459672;service;;;16.1
168459672-3;[2282791098, 1797215403];168459672;service;;;13.3
168459673;[1806210315, 1797215416, 1797215411];168459673;residential;Impasse Gayon;asphalt;20.1
168459674-1;[1797215415, 3642811720];168459674;residential;Impasse Gayon;asphalt;5.6
168459674-2;[3642811720, 1797215411];168459674;residential;Impasse Gayon;asphalt;3.9
168463021-1;[1797271583, 1797271582, 1797271581, 1797271580, 1797271579, 1797271573, 1797271571, 1797271568, 1797271567];168463021;service;;;86.8
168463021-2;[1797271567, 1797271564, 6212812021];168463021;service;;;27.9
168463022;[1797271577, 1797271574, 1797271560];168463022;service;;;56.4
168463023;[1797271578, 1797271570, 1797271567];168463023;service;;;34.0
168953060-1;[1801329749, 1801329748, 1801329750];168953060;service;Place Paul Bert;asphalt;23.7
168953060-2;[1801329750, 1801329751];168953060;service;Place Paul Bert;asphalt;8.1
168953060-3;[1801329751, 1801329752, 8437354709];168953060;service;Place Paul Bert;asphalt;21.2
168953060-4;[8437354709, 1801329753, 8437354708];168953060;service;Place Paul Bert;asphalt;18.4
168953060-5;[8437354708, 1801329756];168953060;service;Place Paul Bert;asphalt;11.1
168953060-6;[1801329756, 1801329758, 1801329759];168953060;service;Place Paul Bert;asphalt;16.7
168953061;[1801329751, 1801329756];168953061;service;Place Paul Bert;asphalt;47.5
168953062;[1801329759, 6154744507, 1801329754, 6154744508, 1801329750];168953062;service;Place Paul Bert;asphalt;74.4
169008818-1;[255400676, 4109357219, 2436291971];169008818;pedestrian;Rue d'Espagne;paving_stones;11.1
169008818-2;[2436291971, 388382353];169008818;pedestrian;Rue d'Espagne;paving_stones;51.3
169008818-3;[388382353, 388382347];169008818;pedestrian;Rue d'Espagne;paving_stones;34.3
169008818-4;[388382347, 388382440];169008818;pedestrian;Rue d'Espagne;paving_stones;6.5
169008818-5;[388382440, 1801839779, 388382335];169008818;pedestrian;Rue d'Espagne;paving_stones;84.8
169008818-6;[388382335, 364415029];169008818;pedestrian;Rue d'Espagne;paving_stones;3.5
169009852-1;[1801848709, 4109357934, 1801848708, 364414737];169009852;pedestrian;Rue Victor Hugo;paving_stones;46.9
169009852-2;[364414737, 1801848707, 2502504416];169009852;pedestrian;Rue Victor Hugo;paving_stones;124.9
169009852-3;[2502504416, 255402215];169009852;pedestrian;Rue Victor Hugo;paving_stones;3.4
169009966;[388189759, 6043901033, 1801850120];169009966;residential;Rue Lormand;;39.0
169315385;[388382460, 8043795002];169315385;steps;Passage des Cacolets;sett;21.6
169316389;[1808592002, 1808592006];169316389;pedestrian;Passage des Menouns;;37.9
169316598-1;[570750562, 1804851566, 1804849283];169316598;residential;Rue Neuve;asphalt;67.1
169316598-2;[1804849283, 1804851568, 3150311586];169316598;residential;Rue Neuve;asphalt;27.9
169316599;[1797271546, 5464276902, 1804849283];169316599;residential;Rue des Graouillats;;42.7
169452834-1;[1806149111, 8231858767, 3732064424];169452834;tertiary;Allée des Platanes;asphalt;12.7
169452834-2;[3732064424, 5484528559, 1888318079];169452834;tertiary;Allée des Platanes;asphalt;93.2
169452834-3;[1888318079, 1806149120, 5484528560, 1806155776];169452834;tertiary;Allée des Platanes;asphalt;23.9
169452834-4;[1806155776, 5484528562, 1829833003, 1829833007, 254920454];169452834;tertiary;Allée des Platanes;asphalt;21.7
169452835-1;[1806149111, 4014816152, 1806149109, 4014816144, 1806149145];169452835;tertiary;Allée des Platanes;asphalt;12.0
